Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Enrollments / Confirmations,81
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Enrollments / Confirmations,80
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Enrollments / Confirmations,78
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Enrollments / Confirmations,78
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Enrollments / Confirmations,84
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Applications (N),39
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Applications (N),41
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Applications (N),47
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Applications (N),43
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Applications (N),30
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Applications (N),46
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Applications (N),23
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Applications (N),31
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Applications (N),35
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Applications (N),47
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Admissions (N),30
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Admissions (N),30
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Admissions (N),37
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Admissions (N),34
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Admissions (N),22
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Admissions (N),31
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Admissions (N),20
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Admissions (N),25
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Admissions (N),25
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Admissions (N),37
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Confirmations (N),22
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Confirmations (N),16
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Confirmations (N),26
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Confirmations (N),22
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Confirmations (N),13
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Confirmations (N),23
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Confirmations (N),12
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Confirmations (N),19
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Confirmations (N),18
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Confirmations (N),27
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Enrollments (N),19
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Enrollments (N),11
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Enrollments (N),21
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Enrollments (N),21
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Enrollments (N),8
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Enrollments (N),19
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Enrollments (N),14
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Enrollments (N),18
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Enrollments (N),6
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Enrollments (N),19
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Admissions / Applications,77
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Admissions / Applications,73
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Admissions / Applications,79
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Admissions / Applications,79
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Admissions / Applications,73
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Admissions / Applications,67
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Admissions / Applications,87
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Admissions / Applications,81
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Admissions / Applications,71
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Admissions / Applications,79
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Confirmations / Applications,56
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Confirmations / Applications,39
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Confirmations / Applications,55
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Confirmations / Applications,51
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Confirmations / Applications,43
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Confirmations / Applications,50
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Confirmations / Applications,52
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Confirmations / Applications,61
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Confirmations / Applications,51
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Confirmations / Applications,57
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Confirmations / Admissions,73
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Confirmations / Admissions,53
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Confirmations / Admissions,70
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Confirmations / Admissions,65
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Confirmations / Admissions,59
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Confirmations / Admissions,74
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Confirmations / Admissions,60
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Confirmations / Admissions,76
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Confirmations / Admissions,72
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Confirmations / Admissions,73
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Enrollments / Applications,49
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Enrollments / Applications,27
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Enrollments / Applications,45
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Enrollments / Applications,49
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Enrollments / Applications,27
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Enrollments / Applications,41
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Enrollments / Applications,61
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Enrollments / Applications,58
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Enrollments / Applications,17
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Enrollments / Applications,40
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Enrollments / Admissions,63
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Enrollments / Admissions,37
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Enrollments / Admissions,57
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Enrollments / Admissions,62
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Enrollments / Admissions,36
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Enrollments / Admissions,61
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Enrollments / Admissions,70
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Enrollments / Admissions,72
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Enrollments / Admissions,24
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Enrollments / Admissions,51
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2015,Enrollments / Confirmations,86
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2016,Enrollments / Confirmations,69
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2017,Enrollments / Confirmations,81
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2018,Enrollments / Confirmations,95
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2019,Enrollments / Confirmations,62
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2020,Enrollments / Confirmations,83
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2021,Enrollments / Confirmations,117
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2022,Enrollments / Confirmations,95
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2023,Enrollments / Confirmations,33
Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,Enrollments / Confirmations 90% 88% 90% 92% 84% 81% 80% 78% 78% 84%,2024,Enrollments / Confirmations,70
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2015,Full-Time Confirmations (N),317
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2016,Full-Time Confirmations (N),287
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2017,Full-Time Confirmations (N),360
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2018,Full-Time Confirmations (N),306
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2019,Full-Time Confirmations (N),292
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2020,Full-Time Confirmations (N),270
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2021,Full-Time Confirmations (N),250
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2022,Full-Time Confirmations (N),327
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2023,Full-Time Confirmations (N),348
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2024,Full-Time Confirmations (N),399
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2015,Enrollments (N),287
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2016,Enrollments (N),255
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2017,Enrollments (N),323
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2018,Enrollments (N),284
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2019,Enrollments (N),254
Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,Enrollments / Confirmations 86% 69% 81% 95% 62% 83% 117% 95% 33% 70%,2020,Enrollments (N),237
